ID,Session,Run,NbBlocks,NbTrials,Set,Randomization,TimeStarted
95,1,1,1,7,1,1234,2025-07-03 19:32:22.325067
95,1,1,20,27,1,1234,2025-07-03 19:39:04.715621
95,1,1,20,27,1,1234,2025-07-03 19:40:56.942470
