ID,Session,Run,Trial,Block,TrialStart,RT_press,RT_start_right,RT_start_left,RT_end_right,RT_end_left,right_positions,left_positions
1,1,1,1,1,0.04957150004338473,1,0,0,0,0,[],[]
1,1,1,2,1,8.07316830009222,0.31712749996222556,,0.12325760000385344,,0.3914917999645695,"[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [-0.0006256198977645511, -0.01857022964827959], [-1.5259021896696368e-05, -0.04969863431754029], [-0.017837796597238165, -0.06593423361562523], [-0.01722743572137031, -0.08693064774547954], [-0.01722743572137031, -0.11793698023956667], [-0.01722743572137031, -0.1582207980468452], [-0.01722743572137031, -0.20473029678797594], [-0.01722743572137031, -0.20473029678797594], [-0.00953688868543523, -0.31947814145113296], [-0.002456702525368115, -0.3579308766308079], [0.0001373311970702673, -0.395529106584268], [0.0011139085984588348, -0.4273899443045701], [0.0011139085984588348, -0.45717555504692153], [0.0011139085984588348, -0.4889143205920501]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, -0.017715724422064594], [0, -0.055558098725871696], [0.0036774242771038246, -0.09376668955519951], [0.018326085297932337, -0.1350270847638666], [0.029556725413900864, -0.18287937743190663], [0.039932860303654616, -0.23378347447928582], [0.04664682993820102, -0.2939650568398565], [0.052750438696879565, -0.3580529488059815], [0.05983062485694668, -0.4273899443045701], [0.06739909971770808, -0.49709315632867934], [0.06739909971770808, -0.49709315632867934], [0.06739909971770808, -0.49709315632867934], [0.06825360494392307, -0.7253376058594644], [0.06166170748455024, -0.7779507133592737], [0.05189593347066457, -0.8251926451514457], [0.043839169909208886, -0.8660868238345922], [0.043595025558861744, -0.9132066834515907]]"
1,1,1,3,1,14.6628315000562,1,,,,,[],[]
1,1,1,4,1,22.117429400095716,0.3154383000219241,0,0,0,0,[],[]
1,1,1,5,1,29.242064799997024,0.2827302999794483,0,0,0,0,[],[]
1,1,1,6,1,35.945685600047,0.4506650000112131,0,0,0,0,[],[]
1,1,1,7,1,43.01931250002235,0.2830146999331191,0,0,0,0,[],[]
1,1,1,8,1,49.65697770006955,0.48442289989907295,0.28690990002360195,,0.4715534000424668,,"[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, -0.011978332188906649], [0, -0.034683756771190954], [-0.00440985732814525, -0.05104142824444957], [-0.014053559166857355, -0.07521171892881662], [-0.018936446173800303, -0.1131761654077974], [-0.0197909514000153, -0.20424200808728166], [-0.0197909514000153, -0.2949416342412451], [-0.024185549706263854, -0.4038300144960708], [-0.03541618982223238, -0.5215991454947737], [-0.06654459449149308, -0.6452582589456015], [-0.10450904097047375, -0.7731898985275044], [-0.15089646753643093, -0.9052719920653086]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]"
1,1,1,9,1,56.946203600033186,0.2999310999875888,0,0,0,0,"[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, -0.011978332188906649], [0, -0.034683756771190954], [-0.00440985732814525, -0.05104142824444957], [-0.014053559166857355, -0.07521171892881662], [-0.018936446173800303, -0.1131761654077974], [-0.0197909514000153, -0.20424200808728166], [-0.0197909514000153, -0.2949416342412451], [-0.024185549706263854, -0.4038300144960708], [-0.03541618982223238, -0.5215991454947737], [-0.06654459449149308, -0.6452582589456015], [-0.10450904097047375, -0.7731898985275044], [-0.15089646753643093, -0.9052719920653086]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]"
