Timestamp,X_axis,Y_axis
1751619022.572872,-0.7094682230869,-0.7487754634927901
1751619022.5898445,-0.7501182574196994,-0.7512169069962615
1751619022.6072137,-0.7855191882200351,-0.7518272678721294
1751619022.625626,-0.8435034714274815,-0.7524376287479972
1751619022.6422367,-0.8856183718623636,-0.7487754634927901
1751619022.6592612,-0.9294422827496758,-0.7421835660334173
1751619022.6765578,-0.9754634927901121,-0.7310749980926223
1751619022.690491,-1.0,-0.7176470588235294
1751619022.7068262,-1.0,-0.7027542534523536
1751619022.7229075,-1.0,-0.6831006332494087
1751619022.739919,-1.0,-0.6634470130464637
1751619022.7580836,-1.0,-0.6424505989166094
1751619022.7753017,-1.0,-0.6197451743343252
1751619022.7923253,-1.0,-0.5985046158541237
1751619022.8085234,-1.0,-0.5745784695201037
1751619022.823556,-1.0,-0.5463797970550088
1751619022.8405905,-1.0,-0.512687876707103
1751619022.857561,-1.0,-0.46010528725108724
1751619022.873904,-1.0,-0.4261692225528344
1751619022.8917525,-1.0,-0.3916227969787137
1751619022.9090357,-1.0,-0.35402456702525364
1751619022.9257712,-1.0,-0.3150835431448844
1751619022.9417434,-1.0,-0.2751659418631266
1751619022.9587927,-1.0,-0.23060959792477298
1751619022.975822,-1.0,-0.18910505836575875
1751619022.992039,-1.0,-0.14662394140535595
1751619023.0091045,-1.0,-0.10353246356908519
1751619023.0253189,-0.96923781185626,-0.036026550698100235
1751619023.0433967,-0.94360265506981,0.003189135576409541
1751619023.0593877,-0.9146715495536736,0.041153582055390325
1751619023.076607,-0.881223773556115,0.07560845349813072
1751619023.092595,-0.8411841000991837,0.10930037384603652
1751619023.1098907,-0.7925993743801022,0.14116121156633854
1751619023.126543,-0.7381551842526894,0.17448691538872363
1751619023.1421156,-0.6824902723735409,0.20646982528419922
1751619023.1585226,-0.6286564431219959,0.23213550011444273
1751619023.1745427,-0.5734798199435416,0.25679407949950406
1751619023.1905248,-0.5117112993057145,0.27656977187762255
1751619023.2075548,-0.44533455405508504,0.2912184328984513
1751619023.2286258,-0.33937590600442513,0.30782024872205693
1751619023.2416158,-0.26735332265201806,0.31404592965590905
1751619023.2576609,-0.18983749141680017,0.3158770122835126
1751619023.2756808,-0.11097886625467313,0.32039368276493474
1751619023.292865,-0.03431754024567024,0.32454413672083615
1751619023.3099465,0.03566033417257963,0.32454413672083615
1751619023.3259327,0.09990081635767156,0.32625314717326614
1751619023.3425124,0.15288014038300135,0.3272297245746547
1751619023.3587286,0.20268558785381852,0.33174639505607684
1751619023.3757477,0.25264362554360265,0.33760585946440824
1751619023.3917105,0.2996414129854277,0.3446860456244756
1751619023.408476,0.33504234378576325,0.3550621805142291
1751619023.4254262,0.371450370031281,0.36375982299534604
1751619023.4424727,0.39354543373769735,0.3668116273746853
1751619023.4586494,0.4161287861448082,0.36742198825055317
1751619023.4759452,0.4396887159533074,0.36742198825055317
1751619023.4922252,0.4634927901121537,0.36742198825055317
1751619023.5092554,0.48656443121995885,0.36742198825055317
1751619023.525481,0.5072251468680857,0.36412603952086675
1751619023.5395262,0.5272449835965514,0.3504234378576334
1751619023.5565379,0.5472648203250172,0.3332112611581597
1751619023.5738637,0.5664301518272679,0.3095292591744869
1751619023.5908394,0.5871824216067749,0.27998779278248254
1751619023.6088533,0.6150148775463493,0.22285801480125134
1751619023.625863,0.6280766002899214,0.18229953459983217
1751619023.6430035,0.6404058899824521,0.13139543755245287
1751619023.6590233,0.6408941786831464,0.07658503089951929
1751619023.6762755,0.6408941786831464,0.01600671396963449
1751619023.6922946,0.6408941786831464,-0.045181963836118055
1751619023.7086158,0.6318608377203021,-0.11012436102845813
1751619023.7266862,0.6155031662470436,-0.16884107728694586
1751619023.7413118,0.5985351338979172,-0.223773556115053
1751619023.759321,0.5772945754177157,-0.2765087357900359
1751619023.7743802,0.5532463569085222,-0.32533760585946436
1751619023.7905443,0.5265125505455099,-0.36867322804608227
1751619023.8085222,0.50258640421149,-0.4084687571526665
1751619023.826541,0.47106126497291534,-0.4652323186083772
1751619023.842546,0.4547035934996566,-0.5001144426642252
1751619023.8587186,0.4374914168001831,-0.534050507362478
1751619023.8761246,0.41881437399862675,-0.565667200732433
1751619023.8910751,0.3941557946135652,-0.5948424505989166
1751619023.9060376,0.3701075761043717,-0.6204776073853666
1751619023.9229906,0.34431982909895487,-0.6453803311207751
1751619023.9389746,0.3158770122835126,-0.6713817044327459
1751619023.955912,0.28682383459220273,-0.6965285725185015
1751619023.9728565,0.2548409246967269,-0.7227740901808194
1751619023.9898188,0.22114900434882134,-0.7453574425879301
1751619024.0057983,0.1876707103074693,-0.76757457846952
1751619024.0227358,0.15617608911268777,-0.7875944151979858
1751619024.0396776,0.12944228274967573,-0.8089570458533608
1751619024.0556629,0.10991073472190438,-0.8304417486839093
1751619024.0723722,0.09770351720454729,-0.8568093385214008
1751619024.0895178,0.09050125886930638,-0.9001449607080186
1751619024.1065567,0.09172198062104209,-0.9318837262531472
1751619024.1224716,0.09379720759899302,-0.9654535744258793
1751619024.1395125,0.11454947737850008,-1.0
1751619024.1574755,0.13933012893873498,-1.0
1751619024.175495,0.17485313191424434,-1.0
1751619024.192505,0.19707026779583425,-1.0
1751619024.208747,0.22334630350194562,-1.0
1751619024.2223547,0.2401922636758984,-1.0
1751619024.239784,0.2805981536583504,-1.0
1751619024.2563734,0.332845044632639,-1.0
1751619024.2759356,0.4241855497062639,-1.0
1751619024.2906363,0.49669642175936524,-1.0
1751619024.3066134,0.5768062867170214,-0.9902342259861143
1751619024.3238628,0.6596017395284963,-0.9816891737239642
1751619024.3406,0.7461509117265583,-0.9759517814908064
1751619024.3576157,0.8318760967421988,-0.968383306630045
1751619024.375865,0.9100022888532846,-0.9510490577553978
1751619024.3920124,0.973266193636988,-0.9255359731441215
1751619024.4100585,1.0,-0.8802471961547265
1751619024.423272,1.0,-0.8623025864042115
1751619024.439306,1.0,-0.8223849851224536
1751619024.456447,1.0,-0.7796597238117037
1751619024.4735923,1.0,-0.6928664072632944
1751619024.490614,1.0,-0.6395208667124437
1751619024.5096033,1.0,-0.5888609140154116
1751619024.5266023,1.0,-0.5389333943694209
1751619024.542628,1.0,-0.4879377431906615
1751619024.5598419,1.0,-0.4378881513694972
1751619024.5754733,1.0,-0.38966964217593647
1751619024.5938263,1.0,-0.3248493171587701
1751619024.6094565,1.0,-0.30055695429922946
1751619024.6255634,1.0,-0.22792401007095442
1751619024.642851,1.0,-0.17579919127183952
1751619024.6588948,1.0,-0.12086671244373237
1751619024.6761365,1.0,-0.06459143968871595
1751619024.6922314,1.0,-0.00563057907988096
1751619024.7093034,1.0,0.04994277866788743
1751619024.7254868,0.9876707103074693,0.10588235294117654
1751619024.7425642,0.9708247501335165,0.15898374914168012
1751619024.7586737,0.9531242847333485,0.2128175783932249
1751619024.7756917,0.9321278706034943,0.2649729152361333
1751619024.792984,0.9093919279774167,0.31746395056076904
1751619024.80951,0.8726482032501717,0.3942778667887388
1751619024.8265781,0.8465247577630275,0.43688105592431525
1751619024.8422031,0.8182040131227588,0.47521171892881675
1751619024.8575053,0.7881742580300604,0.5108873121232929
1751619024.874598,0.7560387579156176,0.5418936446173801
1751619024.8915677,0.7279621576256963,0.5730220492866407
1751619024.9088738,0.6939040207522698,0.5973144121461815
1751619024.9259057,0.6587472343022813,0.6181887541008622
1751619024.941862,0.6189211871519036,0.6393072404058899
1751619024.9588802,0.5721675440604257,0.6571602960250249
1751619024.9761302,0.5207751583123521,0.6771801327534905
1751619024.9922082,0.46800946059357584,0.7041580834668497
1751619025.0098069,0.3807278553444724,0.7427328908216984
1751619025.0254817,0.32161440451667045,0.769588769359884
1751619025.0427496,0.2558175020981155,0.7935454337376975
1751619025.059957,0.18620584420538644,0.8155184252689403
1751619025.075876,0.11772335393301292,0.8359044785229266
1751619025.092657,0.05604638742656598,0.8531166552224003
1751619025.1099184,-0.0039215686274509665,0.8649576562142367
1751619025.1259158,-0.05702296482795455,0.8687418936446174
1751619025.139099,-0.10316624704356447,0.8687418936446174
1751619025.1565773,-0.13698023956664374,0.8689860379949645
1751619025.1735847,-0.15590142671854734,0.8510414282444496
1751619025.1921659,-0.16420233463035017,0.8260166323338674
1751619025.2081392,-0.16420233463035017,0.7948882276646068
1751619025.225384,-0.16420233463035017,0.7592126344701304
1751619025.243198,-0.16127260242618446,0.690974288548104
1751619025.2594168,-0.15028610666056308,0.6389410238803692
1751619025.2765918,-0.13234149691004804,0.5829098954756999
1751619025.293119,-0.1038986800946059,0.5191882200350957
1751619025.3085628,-0.06007476920729382,0.4498207064927138
1751619025.3261795,-0.005508506904707389,0.369741359578851
