Time,X,Y
3.1400006264448166e-05,0.0,0.0
0.001978999935090542,0.0,0.0
0.003817700082436204,0.0,0.0
0.0049894999247044325,0.0,0.0
0.007025199942290783,0.0,0.0
0.00885219988413155,0.0,0.0
0.01082030008547008,0.0,0.0
0.012809199979528785,0.0,0.0
0.013943899888545275,0.0,0.0
0.01596720004454255,0.0,0.0
0.017953400034457445,0.0,0.0
0.019778500078245997,0.0,0.0
0.02093990007415414,0.0,0.0
0.0229394999332726,0.0,0.0
0.024817599914968014,0.0,0.0
0.026848299894481897,0.0,0.0
0.0288913999684155,0.0,0.0
0.03088880004361272,0.0,0.0
0.03289399994537234,0.0,0.0
0.03488770010881126,0.0,0.0
0.03694189991801977,0.0,0.0
0.03888210002332926,0.0,0.0
0.04086120007559657,0.0,0.0
0.04287129989825189,0.0,0.0
0.04472110001370311,0.0,0.0
0.04588250000961125,0.0,0.0
0.04788399999961257,0.0,0.0
0.04987969994544983,0.0,0.0
0.051735700108110905,0.0,0.0
0.053874599980190396,0.0,0.0
0.05572910001501441,0.0,0.0
0.057710699969902635,0.0,0.0
0.05967719992622733,0.0,0.0
0.06180829997174442,0.0,0.0
0.06382540008053184,0.0,0.0
0.06582639995031059,0.0,0.0
0.06765040010213852,0.0,0.0
0.06882479996420443,0.0,0.0
0.07085609994828701,0.0,0.0
0.07278569997288287,0.0,0.0
0.0748010000679642,0.0,0.0
0.07680790009908378,0.0,0.0
0.07877500005997717,0.0,0.0
0.08079680008813739,0.0,0.0
0.08279750007204711,0.0,0.0
0.0847650000359863,0.0,0.0
0.08705509989522398,0.0,0.0
0.08859850000590086,0.0,0.0
0.08973090001381934,0.0,0.0
0.09158529993146658,0.0,0.0
0.09276230004616082,0.0,0.0
0.09457609988749027,0.0,0.0
0.09574460005387664,0.0,0.0
0.09773009992204607,0.0,0.0
0.09956880006939173,0.0,0.0
0.10071339993737638,0.0,0.0
0.10260930005460978,0.0,0.0
0.10454219998791814,0.0,0.0
0.10571360005997121,0.0,0.0
0.10754860006272793,0.0,0.0
0.10871389997191727,0.0,0.0
0.11057569994591177,0.0,0.0
0.11271049990318716,0.0,0.0
0.11469660000875592,0.0,0.0
0.11668780003674328,0.0,0.0
0.11869759997352958,0.0,0.0
0.12066389992833138,0.0,0.0
0.12267359998077154,0.0,0.0
0.12465699994936585,0.0,0.0
0.1266083000227809,0.0,0.0
0.12860880000516772,0.0,0.0
0.13065639999695122,0.0,0.0
0.1326421000994742,0.0,0.0
0.13469150010496378,0.0,0.0
0.13662789994850755,0.0,0.0
0.13863019994460046,0.0,0.0
0.14061330002732575,0.0,0.0
0.14260279992595315,0.0,0.0
0.14449879992753267,0.0,0.0
0.14560210006311536,0.0,0.0
0.14744969992898405,0.0,0.0
0.14859230001457036,0.0,0.0
0.15064839995466173,0.0,0.0
0.15243500005453825,0.0,0.0
0.15358730009756982,0.0,0.0
0.1554612999316305,0.0,0.0
0.15661780000664294,0.0,0.0
0.15857869992032647,0.0,0.0
0.16044020000845194,0.0,0.0
0.16257130005396903,0.0,0.0
0.16454580007120967,0.0,0.0
