Time,X,Y
1.2499978765845299e-05,0,0
0.00920820003375411,0,0
0.026777799939736724,0,0
0.04352360009215772,0,0
0.060260599944740534,0,0
0.0789781000930816,0,0
0.09542470006272197,0,0
0.11207080003805459,0,0
0.1287857999559492,0,0
0.1451574000529945,0,0
0.16262780013494194,0,0
0.17858020006678998,0,0
0.1948699001222849,0,0
0.21114140003919601,0,0
0.22776979999616742,0,0
0.24508889997377992,0,0
0.26266880007460713,0,0
0.27981270011514425,0,0
0.295547200134024,0,0
0.31219880003482103,0,0
0.32931930013000965,0,0
0.345733999973163,0,0
0.3621722001116723,0,0
0.3791275001130998,0,0
0.39545780001208186,0,0
0.41288079996593297,0,0
0.4286136000882834,0,0
0.44546460011042655,0,0
0.46226179995574057,0,0
0.4787690001539886,0,0
0.4956507000606507,0,0
0.512206899933517,0,0
0.5269254001323134,0,0
0.5432671001181006,0,0
0.5598494000732899,0,0
0.5767282000742853,0,0
0.5931818999815732,0,0
0.6099509000778198,0,0
0.626906800083816,0,0
0.6435257999692112,0,0
0.6604255000129342,0,0
0.6785170000512153,0,0
0.6957779999356717,0,0
0.711909499950707,0,0
0.7291191001422703,0,0
0.7457598999608308,0,0
0.7639588001184165,0,0
0.7772300001233816,0,0
0.7934135000687093,0,0
0.8101659000385553,0,0
0.826692899921909,0,0
0.843440999975428,0,0
0.8605082000140101,0,0
0.8782794000580907,0,0
0.8956186000723392,0,0
0.9124431000091136,0,0
0.9288052001502365,0,0
0.9457787999417633,0,0
0.9622478999663144,0,0
0.9790827999822795,0,0
0.9961352001409978,0,0
1.0125768000725657,0,0
1.0291387001052499,0,0
1.045759400120005,0,0
1.062627299921587,0,0
1.0797556000761688,0,0
1.0959719999227673,0,0
1.1124577999580652,0,0
1.1291046999394894,0,0
1.145813100039959,0,0
1.1676332000643015,0,0
1.1789810999762267,0,0
1.1929826999548823,0,0
1.2101158001460135,0,0
1.2267758999951184,0,0
1.2435570999514312,0,0
1.260729999979958,0,0
1.2783624001313,0,0
1.296086800051853,0,0
1.3137513000983745,0,0
1.3277487000450492,0,0
1.3438192000612617,0,0
1.360439999960363,0,0
1.3761008000001311,0,0
1.3930361000820994,0,0
1.4097303000744432,0,0
1.4267045001033694,0,0
1.4434126999694854,0,0
1.4601137000136077,0,0
1.4767571999691427,0,0
1.4935341000091285,0,0
1.5105163000989705,0,0
1.52724580001086,0,0
1.5454118000343442,0,0
1.5620458000339568,0,0
1.5776977001223713,0,0
1.5931359000969678,0,0
1.6097923000343144,0,0
1.6263445999938995,0,0
1.6432225001044571,0,0
1.6601344000082463,0,0
1.676428799983114,0,0
1.693142700009048,0,0
1.7101932999212295,0,0
1.7267229999415576,0,0
1.7433859999291599,0,0
1.759646899998188,0,0
1.7764171999879181,0,0
1.7932871000375599,0,0
1.810363900149241,0,0
1.827694599982351,0,0
1.845951700117439,0,0
1.862217399990186,0,0
1.8788821999914944,0,0
1.8959852000698447,0,0
